Id;Model;Price;Mfg_Year;Sale_Year;Sale_Month;KM;Fuel_Type;HP;Met_Color;Color;Automatic;CC;Doors;Cylinders;Gears;Quarterly_Tax;Auto_Drive;Weight;Control_Conce;ABS;Airbag_1;Airbag_2;Automatic_airco;Boardcomputer;Seat_Heater;Sport_Model;Backseat_Divider;Leather Seats;Parking_Assistant
453;T-Delux 1.3 16V HATCHB G6 2/3-Doors;6783000;2016;2019;15;85000;Gasolina;86;1;Black;0;1300;3;4;5;65550;0;1025;1;1;1;1;0;0;1;1;1;1;0
454;T-Delux 1.3 16V HATCHB LINEA TERRA 2/3-Doors;6076960;2016;2019;15;44458;Gasolina;86;0;Red;0;1300;3;4;5;65550;0;1015;1;0;1;1;0;0;0;0;1;1;0
455;T-Delux 1.6 16V LIFTB LINEA TERRA 4/5-Doors;6805800;2016;2019;15;112116;Gasolina;110;1;Green;0;1600;5;4;5;80750;0;1070;1;1;1;1;0;0;0;1;1;0;0
456;T-Delux 1.6 16V HATCHB S 2/3-Doors;6427700;2016;2019;15;58000;Gasolina;110;1;Black;0;1600;3;4;5;65550;0;1050;1;0;1;0;0;0;0;1;1;0;0
457;T-Delux 1.3 16V HATCHB LINEA LUNA 2/3-Doors;5486250;2016;2019;15;55747;Gasolina;86;0;Blue;0;1300;3;4;5;65550;0;1020;1;1;1;1;0;0;1;0;1;1;0
458;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;6593118;2016;2019;15;59000;Gasolina;110;0;Grey;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;0;1;0;0
459;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;6121800;2016;2019;15;96000;Gasolina;110;1;Black;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;1;1;0;0
460;T-Delux 1.3 16V HATCHB LINEA LUNA 2/3-Doors;6460593;2016;2019;15;64690;Gasolina;86;0;Red;0;1300;3;4;5;65550;0;1020;1;0;0;0;0;0;1;0;0;0;0
461;T-Delux 1.3 16V HATCHB S 2/3-Doors;5788765;2016;2019;15;35283;Gasolina;86;1;Green;0;1300;3;4;5;65550;0;1015;1;1;1;1;0;0;0;0;1;0;0
462;T-Delux 2.0 DSL LIFTB LINEA LUNA 4/5-Doors;4996406;2016;2019;15;183500;Diesel;72;1;Silver;0;2000;5;4;5;175750;0;1140;1;1;1;1;0;0;1;0;1;1;0
463;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;4859250;2016;2019;15;74179;Gasolina;110;1;Red;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;0;1;0;0
464;T-Delux 1.3 16V SEDAN LINEA TERRA 4/5-Doors;4996406;2016;2019;15;94504;Gasolina;86;1;Red;0;1300;4;4;5;65550;0;1000;1;1;1;1;0;0;0;0;0;0;0
465;T-Delux 1.6 16V HATCHB S 2/3-Doors;5049297;2015;2019;15;124743;Gasolina;110;1;Blue;0;1600;3;4;5;65550;0;1050;1;0;1;0;0;0;0;0;1;1;0
466;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;5087250;2015;2019;15;52000;Gasolina;110;1;Blue;0;1600;3;4;5;65550;0;1050;1;0;1;0;0;0;0;0;1;0;0
467;T-Delux 1.6 SDN LINEA TERRA 4/5-Doors;5027400;2015;2019;15;52900;Gasolina;110;1;Green;0;1600;4;4;5;18050;0;1075;1;0;1;0;0;0;0;0;0;0;0
468;T-Delux 1.6 16V HATCHB LINEA LUNA 2/3-Doors;4449325;2015;2019;15;66880;Gasolina;110;1;Black;0;1600;3;4;5;80750;0;1055;1;1;1;1;0;0;1;0;1;1;0
469;T-Delux 1.6 Linea Terra Sd 4/5-Doors;4655000;2015;2019;15;75226;Gasolina;110;0;Red;0;1600;4;4;5;65550;0;1035;1;0;0;0;0;0;0;0;0;0;0
470;T-Delux 1.6 16V HATCHB S 2/3-Doors;4049280;2015;2019;15;88000;Gasolina;110;1;Silver;0;1600;3;4;5;65550;0;1050;1;0;1;0;0;0;0;1;1;0;0
471;T-Delux 1.3 16V HATCHB LINEA TERRA 2/3-Doors;4240800;2015;2019;15;54439;Gasolina;86;1;Red;0;1300;3;4;5;65550;0;1015;1;0;1;0;0;0;0;0;1;0;0
472;T-Delux 1.3 16V LIFTB LINEA TERRA 4/5-Doors;3975750;2015;2019;15;45410;Gasolina;86;1;Blue;0;1300;5;4;5;65550;0;1035;1;1;1;1;0;0;0;0;1;0;0
473;T-Delux 2.0 DSL HATCHB LINEA TERRA 2/3-Doors;4123095;2015;2019;15;146304;Diesel;72;1;Grey;0;2000;3;4;5;175750;0;1115;1;1;1;1;0;0;0;1;1;0;0
474;T-Delux 1.6 SDN LINEA TERRA AUT 4/5-Doors;4335800;2015;2019;15;36537;Gasolina;110;0;Red;1;1600;4;4;5;80750;0;1075;1;0;0;0;0;0;0;0;0;0;0
475;T-Delux 1.6 16V LIFTB LINEA TERRA 4/5-Doors;3796200;2015;2019;15;83405;Gasolina;110;1;Grey;0;1600;5;4;5;80750;0;1070;1;1;1;1;0;0;0;1;1;0;0
476;T-Delux 2.0 DSL HATCHB LINEA TERRA 2/3-Doors;3884075;2015;2019;15;178800;Diesel;72;0;Red;0;2000;3;4;5;175750;0;1115;1;1;1;1;0;0;0;1;1;0;0
477;T-Delux 1.6 VVTi Linea terra 2/3-Doors;3928487;2015;2019;15;81663;Gasolina;110;0;Blue;0;1600;3;4;5;65550;0;1050;1;0;1;0;0;0;0;0;0;0;0
478;T-Delux 1.6 16V VVT I LIFTB LUNA AUT4 4/5-Doors;11106355;2018;2019;16;53719;Gasolina;110;1;Grey;1;1600;5;4;5;80750;0;1105;1;1;1;1;0;1;0;0;1;0;0
479;T-Delux 1.6 16V VVT I LIFTB LUNA 4/5-Doors;10186470;2018;2019;16;74319;Gasolina;110;1;Black;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;1;0;0;1;0;0
480;T-Delux 1.6 16V VVT I HATCHB SOL 2/3-Doors;10299555;2018;2019;16;58277;Gasolina;110;1;Grey;0;1600;3;4;5;65550;0;1045;1;1;1;1;0;1;1;0;1;0;0
481;T-Delux 1.6 16V VVT I LIFTB LUNA 4/5-Doors;9922085;2018;2019;16;118217;Gasolina;110;1;Red;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;1;0;0;1;0;0
482;T-Delux 1.6 16V VVT I HATCHB TERRA 2/3-Doors;9242550;2018;2019;16;32532;Gasolina;110;1;Black;0;1600;3;4;5;65550;0;1040;1;1;1;1;0;1;0;0;1;0;0
483;T-Delux 1.6 16V VVT I LIFTB TERRA 4/5-Doors;8613270;2018;2019;16;58798;Gasolina;110;1;Grey;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;1;0;0;1;0;0
484;T-Delux 1.9 D Sedan 4/5-Doors;9128787;2018;2019;16;110000;Diesel;69;1;Silver;0;1900;5;4;5;175750;0;1095;0;1;1;0;0;0;0;0;0;0;0
485;T-Delux 1.6 16V VVT I HATCHB TERRA 2/3-Doors;6434825;2018;2019;16;178858;CNG;110;0;White;0;1600;3;4;5;187150;0;1084;1;1;1;1;0;1;0;0;1;0;0
486;T-Delux 1.6 16V VVT I WAGON TERRA Stationwagen;11204988;2017;2019;16;66527;Gasolina;110;1;Blue;0;1600;5;4;5;80750;0;1080;1;1;1;1;0;1;1;0;1;0;0
487;T-Delux 2.0 D4D HATCHB TERRA 2/3-Doors;9473827;2017;2019;16;117430;Diesel;90;1;Blue;0;2000;3;4;5;199500;0;1165;1;1;1;1;0;1;0;0;1;1;0
488;T-Delux 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors;9036281;2017;2019;16;5309;Gasolina;110;1;Green;1;1600;3;4;5;80750;0;1070;1;1;1;1;0;1;0;0;1;0;1
489;T-Delux 1.6 16V VVT I LIFTB SOL 4/5-Doors;7638950;2017;2019;16;40000;Gasolina;110;0;Black;0;1600;5;4;5;80750;0;1080;0;1;1;1;0;0;1;0;1;0;0
490;T-Delux 1.4 16V VVT I LIFTB TERRA 4/5-Doors;8110767;2017;2019;16;30806;Gasolina;97;1;Red;0;1400;5;4;5;80750;0;1060;1;1;1;1;0;1;0;0;1;0;0
491;T-Delux 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors;6657600;2016;2019;16;79660;Gasolina;86;0;Green;1;1300;5;4;5;80750;0;1065;1;1;1;1;0;0;0;1;1;0;0
492;T-Delux 1.6 16V LIFTB LINEA TERRA 4/5-Doors;6049600;2016;2019;16;80153;Gasolina;110;0;Green;0;1600;5;4;5;80750;0;1070;1;1;1;1;0;0;0;1;1;0;0
493;T-Delux 1.3 16V LIFTB LINEA TERRA 4/5-Doors;6181555;2016;2019;16;47500;Gasolina;86;1;Green;0;1300;5;4;5;65550;0;1035;1;1;1;1;0;0;0;0;1;0;0
494;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;5411200;2016;2019;16;61127;Gasolina;110;1;Grey;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;1;1;0;0
495;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;6087600;2016;2019;16;36954;Gasolina;110;1;Green;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;1;1;0;0
496;T-Delux 1.6 16V WAGON LINEA TERRA Stationwagen;5810580;2016;2019;16;104299;Gasolina;110;1;Grey;0;1600;5;4;5;80750;0;1085;1;1;1;1;0;0;0;1;1;0;0
497;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;5437800;2016;2019;16;102106;Gasolina;110;0;Blue;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;1;1;0;0
498;T-Delux 2.0 DSL HATCHB LINEA LUNA 2/3-Doors;5006500;2016;2019;16;154783;Diesel;72;1;Black;0;2000;3;4;5;175750;0;1120;1;1;1;1;0;0;1;0;1;0;0
499;T-Delux 1.3 16V HATCHB LINEA TERRA 2/3-Doors;5162953;2016;2019;16;36000;Gasolina;86;1;Green;0;1300;3;4;5;65550;0;1015;1;1;1;1;0;0;0;0;1;0;0
500;T-Delux 1.6i Linea Terra HB 2/3-Doors;5101500;2016;2019;16;62225;Gasolina;110;1;Green;0;1600;3;4;5;65550;0;1050;0;1;1;0;0;0;0;0;0;0;0
501;T-Delux 1.6-16v Linea Terra 2/3-Doors;4844394;2016;2019;16;95000;Gasolina;110;1;Silver;0;1600;3;4;5;65550;0;1050;1;1;1;0;0;0;0;0;0;0;0
502;T-Delux 1.6 16V LIFTB LINEA TERRA 4/5-Doors;5001750;2015;2019;16;52320;Gasolina;110;0;Red;0;1600;5;4;5;80750;0;1070;1;1;1;1;0;0;0;0;1;0;0
503;T-Delux 1.6 16V LIFTB LINEA TERRA 4/5-Doors;4873500;2015;2019;16;100719;Gasolina;110;0;Red;0;1600;5;4;5;80750;0;1070;1;0;1;0;0;0;0;0;1;0;0
504;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;4481625;2015;2019;16;45507;Gasolina;110;1;Green;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;1;1;0;0
505;T-Delux 1.3 16V HATCHB LINEA TERRA 2/3-Doors;3954375;2015;2019;16;58454;Gasolina;86;1;Grey;0;1300;3;4;5;65550;0;1015;1;1;1;1;0;0;0;1;1;0;0
506;T-Delux 1.6 16V LIFTB LINEA TERRA 4/5-Doors;4360500;2015;2019;16;83291;Gasolina;110;1;Green;0;1600;5;4;5;80750;0;1070;1;1;1;1;0;0;0;0;1;0;0
507;T-Delux 1.3 16V HATCHB LINEA TERRA 2/3-Doors;3652788;2015;2019;16;96302;Gasolina;86;1;Blue;0;1300;3;4;5;65550;0;1015;1;1;1;1;0;0;0;1;1;0;0
508;T-Delux 1.3 16v linea terra ;3363237;2015;2019;16;71263;Gasolina;86;0;Red;0;1300;3;4;5;65550;0;1015;0;0;0;0;0;0;0;0;0;0;0
509;T-Delux 2.0 D4D LIFTB SOL 4/5-Doors;12712840;2018;2019;17;48952;Diesel;90;1;Blue;0;2000;5;4;5;199500;0;1205;1;1;1;1;0;1;1;0;1;0;0
510;T-Delux 1.6 16V VVT I LIFTB LUNA 4/5-Doors;10573998;2018;2019;17;45081;Gasolina;110;1;Grey;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;1;1;0;1;0;0
511;T-Delux 1.6 16V VVT I LIFTB LUNA 4/5-Doors;10710870;2018;2019;17;22865;Gasolina;110;1;Silver;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;1;0;0;1;0;0
512;T-Delux 1.4 16V VVT I LIFTB LUNA 4/5-Doors;9399870;2018;2019;17;29056;Gasolina;97;1;Grey;0;1400;5;4;5;80750;0;1060;1;1;1;1;0;1;0;0;1;0;0
513;T-Delux 1.6 16V VVT I HATCHB TERRA 2/3-Doors;8849250;2018;2019;17;36066;Gasolina;110;1;Black;0;1600;3;4;5;65550;0;1040;1;1;1;1;0;1;0;0;1;0;0
514;T-Delux 1.4 16V VVT I LIFTB SOL 4/5-Doors;10401763;2017;2019;17;10210;Gasolina;97;0;Grey;0;1400;5;4;5;80750;0;1065;1;1;1;1;0;1;1;0;1;0;0
515;T-Delux 1.6 SDN LINEA SOL 4/5-Doors;8009188;2017;2019;17;63123;Gasolina;110;1;Silver;0;1600;4;4;5;65550;0;1035;1;1;1;1;0;0;0;0;1;0;0
516;T-Delux 1.6 16V VVT I HATCHB SOL 2/3-Doors;7601890;2017;2019;17;56743;Gasolina;110;0;Black;0;1600;3;4;5;65550;0;1045;1;1;1;1;0;1;1;0;1;0;0
517;T-Delux 1.6 16V VVT I SEDAN TERRA 4/5-Doors;7136442;2017;2019;17;63635;Gasolina;110;1;Blue;0;1600;4;4;5;65550;0;1035;1;1;1;1;0;1;1;0;1;0;0
518;T-Delux 1.6 16V VVT I LIFTB TERRA 4/5-Doors;7720650;2017;2019;17;54465;Gasolina;110;0;Green;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;1;0;0;1;0;0
519;T-Delux 1.9 D LIFTB TERRA 4/5-Doors;5864468;2017;2019;17;69000;Diesel;69;1;Blue;0;1900;5;4;5;175750;0;1140;1;0;1;1;0;0;0;0;1;0;0
520;T-Delux 1.6 16V HATCHB G6 2/3-Doors;7515806;2016;2019;17;118833;Gasolina;110;0;Blue;0;1600;3;4;6;80750;0;1065;1;1;1;1;0;0;1;1;1;1;0
521;T-Delux 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors;6805800;2016;2019;17;63000;Gasolina;86;1;Black;1;1300;5;4;5;80750;0;1065;1;1;1;1;0;0;0;0;1;1;0
522;T-Delux 1.3 16V HATCHB LINEA TERRA 2/3-Doors;6771600;2016;2019;17;97173;Gasolina;86;0;Blue;0;1300;3;4;5;65550;0;1015;1;1;1;1;0;0;0;1;1;0;0
523;T-Delux 1.3 16V HATCHB LINEA TERRA 2/3-Doors;5829140;2016;2019;17;83560;Gasolina;86;0;Red;0;1300;3;4;5;65550;0;1015;1;1;1;1;0;0;0;1;1;1;0
524;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;5745600;2016;2019;17;61000;Gasolina;110;1;Green;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;1;1;0;0
525;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;6226834;2016;2019;17;49000;Gasolina;110;0;Red;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;0;1;0;0
526;T-Delux 2.0 DSL LIFTB LINEA TERRA 4/5-Doors;5781700;2016;2019;17;133405;Diesel;72;1;Blue;0;2000;5;4;5;175750;0;1135;1;1;1;1;0;0;0;1;1;0;0
527;T-Delux 1.6 16V LIFTB LINEA LUNA 4/5-Doors;5320000;2016;2019;17;101889;Gasolina;110;1;Green;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;0;1;0;1;0;0
528;T-Delux 1.3 16V HATCHB LINEA TERRA 2/3-Doors;5320000;2016;2019;17;81083;Gasolina;86;0;Red;0;1300;3;4;5;65550;0;1015;1;1;1;1;0;0;0;1;1;0;0
529;T-Delux 1.6 16V SEDAN LINEA TERRA 4/5-Doors;5448250;2016;2019;17;84976;Gasolina;110;1;Silver;0;1600;4;4;5;65550;0;1035;1;1;1;1;0;0;0;0;1;0;0
530;T-Delux 1.6 LL HB 4/5-Doors;5671500;2016;2019;17;48738;Gasolina;110;0;Blue;0;1600;5;4;5;80750;0;1055;1;1;1;0;0;0;0;0;0;0;0
531;T-Delux Sw 20D Linea Terra Stationwagen;5739187;2016;2019;17;125175;Diesel;116;0;Red;0;2000;5;4;5;175750;0;1150;0;1;1;1;0;0;0;0;0;0;0
532;T-Delux 1.3 16V L. TERRA COMFORT 2/3-Doors;4456687;2016;2019;17;70000;Gasolina;86;1;Blue;0;1300;3;4;5;65550;0;1015;0;1;1;0;0;0;0;0;0;0;0
533;T-Delux 1.6 16V LIFTB LINEA TERRA 4/5-Doors;6543172;2015;2019;17;53133;Gasolina;110;1;Green;0;1600;5;4;5;80750;0;1070;1;0;1;1;0;0;0;1;1;0;0
534;T-Delux 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors;5033480;2015;2019;17;72128;Gasolina;107;1;Grey;1;1600;5;4;5;80750;0;1100;1;1;1;1;0;0;0;1;1;0;0
535;T-Delux 1.6 16V WAGON LINEA TERRA Stationwagen;4587075;2015;2019;17;109540;Gasolina;110;0;Grey;0;1600;5;4;5;80750;0;1085;1;1;1;1;0;0;0;1;1;0;0
536;T-Delux 1.6 16V HATCHB S 2/3-Doors;4349812;2015;2019;17;128006;Gasolina;110;1;Blue;0;1600;3;4;5;65550;0;1050;1;0;1;0;0;0;0;0;1;1;0
537;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;4358600;2015;2019;17;71359;Gasolina;110;1;Grey;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;1;1;0;0
538;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;4218000;2015;2019;17;70039;Gasolina;110;1;Grey;0;1600;3;4;5;65550;0;1050;1;1;1;0;0;0;0;1;1;0;0
539;T-Delux 1.6 Linea Terra Sedan 4/5-Doors;4239375;2015;2019;17;63918;Gasolina;110;0;Silver;0;1600;4;4;5;65550;0;1035;1;0;1;0;0;0;0;0;0;0;0
540;T-Delux 2.0 DSL WAGON LINEA TERRA Stationwagen;3664387;2015;2019;17;191620;Diesel;72;0;Black;0;2000;5;4;5;175750;0;1150;1;1;1;1;0;0;0;1;1;0;0
541;T-Delux 1.6 16V SEDAN LINEA TERRA 4/5-Doors;4331430;2015;2019;17;87083;Gasolina;110;0;Red;0;1600;4;4;5;65550;0;1035;1;0;1;0;0;0;0;0;1;0;0
542;T-Delux 1.6 16v Linea Terra 4/5-Doors;3529440;2015;2019;17;151000;CNG;110;1;Black;0;1600;5;4;5;187150;0;1094;1;0;1;0;0;0;0;0;0;1;0
543;T-Delux 2.0 DSL SEDAN LINEA TERRA 4/5-Doors;3591000;2015;2019;17;200732;Diesel;72;1;Grey;0;2000;4;4;5;175750;0;1100;1;1;1;1;0;0;0;0;0;0;0
544;T-Delux 1.3 HB LINEA TERRA 2/3-Doors;3591000;2015;2019;17;101000;Gasolina;86;0;Grey;0;1300;3;4;5;18050;0;1015;1;0;1;0;0;0;0;0;0;0;0
545;T-Delux 1.6 16V VVT I LIFTB LUNA 4/5-Doors;11008467;2018;2019;18;41000;Gasolina;110;1;Grey;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;1;0;0;1;0;0
546;T-Delux 1.4 16V VVT I LIFTB LUNA 4/5-Doors;10295720;2018;2019;18;32431;Gasolina;97;1;Silver;0;1400;5;4;5;80750;0;1060;1;1;1;1;0;1;0;0;1;0;0
547;T-Delux 1.6 16V VVT I LIFTB TERRA 4/5-Doors;9756025;2018;2019;18;55350;Gasolina;110;0;Green;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;1;0;0;1;0;0
548;T-Delux 1.6 HB LINEA SOL 4/5-Doors;9420603;2018;2019;18;74172;Gasolina;110;1;Black;0;1600;5;4;5;154850;0;1615;1;0;1;0;0;0;0;0;1;0;0
549;T-Delux 1.6 Linea Terra Sedan 4/5-Doors;10356187;2018;2019;18;50856;Gasolina;110;0;Green;0;1600;4;4;5;65550;0;1030;1;1;1;0;0;0;0;0;0;0;0
550;T-Delux 1.4 LB LINEA TERRA 4/5-Doors;10164406;2018;2019;18;16512;Gasolina;97;1;Grey;0;1400;5;4;5;18050;0;1085;1;1;1;0;0;0;0;0;0;0;0
551;T-Delux 1.6 16V VVT I HATCHB G6 2/3-Doors;9439200;2017;2019;18;73000;Gasolina;110;0;Grey;0;1600;3;4;5;80750;0;1055;1;1;1;1;0;1;1;0;1;1;0
552;T-Delux 1.9 D HATCHB TERRA 2/3-Doors;7802601;2017;2019;18;74656;Diesel;69;0;Silver;0;1900;3;4;5;175750;0;1105;1;1;1;1;0;0;0;0;1;0;0
553;T-Delux 1.3 16V WAGON LINEA TERRA Stationwagen;7037362;2017;2019;18;30461;Gasolina;86;1;Blue;0;1300;5;4;5;65550;0;1050;1;1;1;1;0;0;0;0;1;0;0
554;T-Delux 1.4 16V VVT I HATCHB TERRA 2/3-Doors;7865287;2017;2019;18;19313;Gasolina;97;0;Grey;0;1400;3;4;5;65550;0;1025;1;1;1;1;0;0;0;0;1;0;0
555;T-Delux 1.6 VVTI Linea Terra liftback 4/5-Doors;7761500;2017;2019;18;61672;Gasolina;110;0;Blue;0;1600;5;4;5;80750;0;1075;0;1;1;0;0;0;0;0;0;0;0
556;T-Delux 1.3 16V LIFTB G6 4/5-Doors;6893865;2016;2019;18;60708;Gasolina;86;1;Grey;0;1300;5;4;5;65550;0;1045;1;1;1;1;0;0;1;1;1;0;0
557;T-Delux 1.6 16V LIFTB LINEA LUNA 4/5-Doors;6583500;2016;2019;18;93428;Gasolina;110;1;Green;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;0;1;0;1;1;0
558;T-Delux 1.6 16V LIFTB LINEA LUNA 4/5-Doors;6628565;2016;2019;18;61343;Gasolina;110;1;Grey;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;0;1;0;1;1;0
559;T-Delux 1.6 16V LIFTB LINEA LUNA 4/5-Doors;6232000;2016;2019;18;53285;Gasolina;110;1;Green;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;0;1;0;1;0;0
560;T-Delux 1.6 16V HATCHB LINEA LUNA 2/3-Doors;6049600;2016;2019;18;80426;Gasolina;110;1;Green;0;1600;3;4;5;80750;0;1055;1;1;1;1;0;0;1;0;1;0;0
561;T-Delux 1.3 16V WAGON LINEA TERRA Stationwagen;6049600;2016;2019;18;36923;Gasolina;86;0;Red;0;1300;5;4;5;65550;0;1050;1;1;1;1;0;0;0;1;1;0;0
562;T-Delux 1.6 16V LIFTB LINEA LUNA 4/5-Doors;5611650;2016;2019;18;101001;Gasolina;110;0;Red;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;0;1;0;1;1;0
563;T-Delux 1.6 G6-R 2/3-Doors;6463800;2016;2019;18;115000;CNG;110;0;Red;0;1600;3;4;5;187150;0;1109;1;1;1;0;0;0;1;0;0;1;0
564;T-Delux LIFTBACK 1.6 Linea Sol 4/5-Doors;5420343;2016;2019;18;64000;Gasolina;110;0;Red;0;1600;5;4;5;80750;0;1075;1;0;1;0;0;0;0;0;0;0;0
565;T-Delux 2.0 DSL HATCHB LINEA TERRA 2/3-Doors;4753800;2016;2019;18;117000;Diesel;72;0;Silver;0;2000;3;4;5;175750;0;1115;1;1;1;1;0;0;0;1;1;0;0
566;T-Delux 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors;5624000;2015;2019;18;64000;Gasolina;107;0;Green;1;1600;3;4;5;80750;0;1085;1;0;1;0;0;0;1;0;1;0;0
567;T-Delux 1.6 Linea Terra Comfort H 2/3-Doors;5203530;2015;2019;18;75525;Gasolina;110;1;Blue;0;1600;3;4;5;18050;0;1114;0;0;1;0;0;0;0;0;0;1;0
568;T-Delux 1.6 16V LIFTB LINEA TERRA 4/5-Doors;5203530;2015;2019;18;61700;Gasolina;110;0;Blue;0;1600;5;4;5;80750;0;1070;1;0;1;0;0;0;0;0;1;0;0
569;T-Delux 1.6 16V HATCHB LINEA LUNA 2/3-Doors;4442960;2015;2019;18;85000;Gasolina;110;1;Blue;0;1600;3;4;5;80750;0;1055;1;1;1;1;0;0;1;0;1;0;0
570;T-Delux 1.3 16V HATCHB LINEA TERRA 2/3-Doors;5058987;2015;2019;18;65500;Gasolina;86;1;Black;0;1300;3;4;5;65550;0;1015;1;0;0;0;0;0;0;0;0;0;0
571;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;3664387;2015;2019;18;131307;Gasolina;110;1;Red;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;1;1;0;0
572;T-Delux 1.6 16V LIFTB LINEA TERRA 4/5-Doors;3844935;2015;2019;18;81988;Gasolina;110;1;Grey;0;1600;5;4;5;80750;0;1070;1;0;1;0;0;0;0;0;1;0;0
573;T-Delux 1.6 16V LIFTB LINEA TERRA 4/5-Doors;3506212;2015;2019;18;123104;Gasolina;110;1;Blue;0;1600;5;4;5;80750;0;1070;1;1;1;1;0;0;0;1;1;0;0
574;T-Delux 1.3 16V HATCHB 2/3-Doors;3462750;2015;2019;18;104000;Gasolina;86;1;Grey;0;1300;3;4;5;65550;0;1010;1;1;1;1;0;0;0;0;1;0;0
575;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;3462750;2015;2019;18;60050;Gasolina;110;1;Grey;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;0;1;0;0
576;T-Delux 1.6 16V WAGON LINEA TERRA Stationwagen;11209050;2018;2019;19;55539;Gasolina;110;1;Red;0;1600;5;4;5;80750;0;1085;1;1;1;1;0;0;0;1;1;0;0
577;T-Delux 1.4 16V VVT I LIFTB LUNA 4/5-Doors;10186470;2018;2019;19;46304;Gasolina;97;1;Green;0;1400;5;4;5;80750;0;1060;1;1;1;1;0;1;0;0;1;0;0
578;T-Delux 1.6 16V VVT I LIFTB TERRA 4/5-Doors;9922085;2018;2019;19;32781;Gasolina;110;0;Blue;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;1;0;0;1;0;0
579;T-Delux 1.6 16V VVT I LIFTB TERRA 4/5-Doors;9506935;2018;2019;19;78425;Gasolina;110;1;Blue;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;1;0;0;1;0;0
580;T-Delux 1.6I Luna liftback 4/5-Doors;9811125;2018;2019;19;53000;Gasolina;110;1;Silver;0;1600;5;4;5;80750;0;1075;1;1;1;0;0;0;0;0;0;0;0
581;T-Delux 1.6 16V VVT I LIFTB TERRA 4/5-Doors;9004432;2018;2019;19;61000;Gasolina;110;0;Red;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;0;0;0;1;0;0
582;T-Delux 1.6 Terra LB Comf. 4/5-Doors;9780843;2018;2019;19;27240;Gasolina;110;1;Blue;0;1600;5;4;5;80750;0;1075;0;1;1;0;0;0;0;0;0;0;0
583;T-Delux 1.4 16V VVT I LIFTB TERRA 4/5-Doors;7826670;2018;2019;19;27141;Gasolina;97;1;Green;0;1400;5;4;5;80750;0;1060;1;1;1;1;0;1;0;0;1;0;0
584;T-Delux 1.6 16V VVT I HATCHB G6 2/3-Doors;9249105;2017;2019;19;46230;Gasolina;110;1;Black;0;1600;3;4;5;80750;0;1055;1;1;1;1;0;1;1;0;1;1;0
585;T-Delux 1.4 16V VVT I LIFTB TERRA 4/5-Doors;8614362;2017;2019;19;54900;Gasolina;97;1;Red;0;1400;5;4;5;80750;0;1060;1;1;1;1;0;0;0;0;1;0;0
